type,url,caption,hashtags,mentions,timestamp,location,post_id,clean_caption_english,clean_hashtags_english
post,https://www.instagram.com/p/Dbu0Yh8t2tg/,"2,446 likes, 57 comments - filmfare on August 7, 2026: ""An authentic Indian epic, built for the world stage! 🏹✨ ​

The English trailer for #Ramayana proves that language is no longer a barrier when a story is backed by world-class ambition, scale, and soul. Instead of dubbing down, the creators are inviting the globe to experience one of India’s greatest sagas with uncompromised, immersive storytelling.

​Brought to life by Yash'sNamit Malhotra's DNEG and Yash's Monster Mind Creations and Sony, gearing up to storm 50,000 screens worldwide! 🌐💥

@iamnamitmalhotra @nitestiwari22 #RanbirKapoor @thenameisyash @saipallavi.senthamarai @dneg @monster.mind.creations @sonypictures @imax @officialprimefocus @primefocusstudios @dharma.production"".","#Ramayana, #RanbirKapoor","@iamnamitmalhotra, @nitestiwari22, @thenameisyash, @saipallavi, @dneg, @monster, @sonypictures, @imax, @officialprimefocus, @primefocusstudios, @dharma",2026-08-07 08:05:49+00:00,Locations,POST_00124,"filmfare on August 7, 2026: ""An authentic Indian epic, built for the world stage! The English trailer for #Ramayana proves that language is no longer a barrier when a story is backed by world-class ambition, scale, and soul. Instead of dubbing down, the creators are inviting the globe to experience one of India s greatest sagas with uncompromised, immersive storytelling. Brought to life by Yash'sNamit Malhotra's DNEG and Yash's Monster Mind Creations and Sony, gearing up to storm 50,000 screens worldwide! @iamnamitmalhotra @nitestiwari22 #RanbirKapoor @thenameisyash @saipallavi.senthamarai @dneg @monster.mind.creations @sonypictures @imax @officialprimefocus @primefocusstudios @dharma.production"".",#Ramayana #RanbirKapoor
post,https://www.instagram.com/p/Dbokfgsx7M2/,"160K likes, 907 comments - dudaclarki on August 4, 2026: ""Esponja gigante congelada 🧊❄️😮 

Segue o perfil para mais conteúdos de maquiagem e moda @dudaclarki

#vaiprofycaramba •publi"".",#vaiprofycaramba,@dudaclarki,2026-08-04 21:51:01+00:00,Locations,POST_00125,"dudaclarki on August 4, 2026: ""Esponja gigante congelada Segue o perfil para mais conte dos de maquiagem e moda @dudaclarki #vaiprofycaramba publi"".",#vaiprofycaramba
post,https://www.instagram.com/p/Db5AInSTnut/,"3,336 likes, 20 comments - mcmrcars on August 11, 2026: ""MG Cyberster – India’s Stunning Electric Roadster! ⚡🏎️

इस वीडियो में हम देखेंगे 2026 MG Cyberster का पूरा look, design, performance, features और electric power!

⚡ Dual-Motor AWD
🚀 लगभग 503 HP Power
💨 725 Nm Torque
🏎️ 0–100 km/h लगभग 3.2 सेकंड
🔋 77 kWh Battery
🔌 Fast Charging
🔥 Scissor/Dihedral Doors
✨ Premium 2-Seater Electric Roadster

अगर आपको sports cars, luxury cars और EVs पसंद हैं, तो MG Cyberster आपको जरूर पसंद आएगी! ❤️

#mycountrymyride"".",#mycountrymyride,,2026-08-11 07:02:37+00:00,Locations,POST_00126,"mcmrcars on August 11, 2026: ""MG Cyberster India s Stunning Electric Roadster! 2026 MG Cyberster look, design, performance, features electric power! Dual-Motor AWD 503 HP Power 725 Nm Torque 0 100 km/h 3.2 77 kWh Battery Fast Charging Scissor/Dihedral Doors Premium 2-Seater Electric Roadster sports cars, luxury cars EVs , MG Cyberster ! #mycountrymyride"".",#mycountrymyride
post,https://www.instagram.com/p/DbYR29xhmAN/,"6,311 likes, 49 comments - digitalpropty on July 29, 2026: ""#aftereffects #digitalart #visualart #facebook #motiongraphics"".","#aftereffects, #digitalart, #visualart, #facebook, #motiongraphics",,2026-07-29 14:00:09+00:00,Locations,POST_00127,"digitalpropty on July 29, 2026: ""#aftereffects #digitalart #visualart #facebook #motiongraphics"".",#aftereffects #digitalart #visualart #facebook #motiongraphics
post,https://www.instagram.com/p/DbuYWQXN7I7/,"2,083 likes, 38 comments - tallest.ezemba on August 6, 2026: ""Best simple abs workout for beginners. 🔥✅ #viral #trending #reels #fyp"".","#viral, #trending, #reels, #fyp",,2026-08-07 04:00:07+00:00,Locations,POST_00128,"tallest.ezemba on August 6, 2026: ""Best simple abs workout for beginners. #viral #trending #reels #fyp"".",#viral #trending #reels #fyp
post,https://www.instagram.com/p/Db6UtZ_SsXh/,"indiansinfo on August 11, 2026: ""Today, we remember Dr. Vikram Sarabhai. 🇮🇳❤️
The visionary physicist who laid the foundation of ISRO and played a defining role in shaping modern scientific research in India. 🚀"".",,,2026-08-11 19:19:18+00:00,Locations,POST_00129,,
post,https://www.instagram.com/p/Db3HIdODFe0/,"109 likes, 0 comments - bgauss_official on August 10, 2026: ""Day or night, always ready to ride. 🌞🌙🛵

{Electric vehicle, electric scooter, Instagram Feed, trending post}
#riderlife #rideout"".","#riderlife, #rideout",,2026-08-10 13:22:55+00:00,Locations,POST_00130,"bgauss official on August 10, 2026: ""Day or night, always ready to ride. Electric vehicle, electric scooter, Instagram Feed, trending post #riderlife #rideout"".",#riderlife #rideout
post,https://www.instagram.com/p/Db4rltVN2KV/,"1,089 likes, 3 comments - tallest.ezemba on August 10, 2026: ""Full body workout for beginners ✨🙏🏾🔥#viral #trending #reels #explore"".","#viral, #trending, #reels, #explore",,2026-08-11 04:00:07+00:00,Locations,POST_00131,"tallest.ezemba on August 10, 2026: ""Full body workout for beginners #viral #trending #reels #explore"".",#viral #trending #reels #explore
post,https://www.instagram.com/p/DbulrFTJTi4/,"1,802 likes, 11 comments - the_._alex__ on August 6, 2026: ""Tum Mai Ayee Meharbaan 🧿🌷
Saari Hai khooobiyan ❤️👀
..
..
..
#cinematic #visuals #evergreen #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #trendingreels"".","#cinematic, #visuals, #evergreen, #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp, #trendingreels",,2026-08-07 05:58:32+00:00,Locations,POST_00132,"the . alex on August 6, 2026: ""Tum Mai Ayee Meharbaan Saari Hai khooobiyan .. .. .. #cinematic #visuals #evergreen #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #trendingreels"".",#cinematic #visuals #evergreen #fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #trendingreels
post,https://www.instagram.com/p/Db6UUSiSFby/,"indiansinfo on August 11, 2026: ""Remembering Dr. Vikram Sarabhai. A visionary scientist, industrialist & innovator who believed technology should not just advance — it should solve real problems and improve lives. 🇮🇳🙏🏻"".",,,2026-08-11 19:16:33+00:00,Locations,POST_00133,,
post,https://www.instagram.com/p/DbryUOJkp9P/,"34K likes, 52 comments - dream_looks11 on August 5, 2026: ""Top 9 Trending haircut ideas || Comment your fav haircut 
.
.
.
Unisex salon @dream_looks11
Odisha Chilikak Balugan📍
.
.
Artist Aabid yarke 
.
.
All Trending haircut transformation 
Best hair stylish 💯 💇 

Thank you for contention @dream_looks11 
Appointment
 Odisha📍Chilika balugan 7895695490 
6371430738
.
.
#haircut #barbershop #reelkarofeelkaro
#hairstylist #reelkarofeelkaro"".","#haircut, #barbershop, #reelkarofeelkaro, #hairstylist, #reelkarofeelkaro","@dream_looks11, @dream_looks11",2026-08-06 03:49:23+00:00,India,POST_00134,"dream looks11 on August 5, 2026: ""Top 9 Trending haircut ideas Comment your fav haircut . . . Unisex salon @dream looks11 Odisha Chilikak Balugan . . Artist Aabid yarke . . All Trending haircut transformation Best hair stylish Thank you for contention @dream looks11 Appointment Odisha Chilika balugan 7895695490 6371430738 . . #haircut #barbershop #reelkarofeelkaro #hairstylist #reelkarofeelkaro"".",#haircut #barbershop #reelkarofeelkaro #hairstylist #reelkarofeelkaro
post,https://www.instagram.com/p/DbvcgS3swbd/,"108 likes, 0 comments - bgauss_official on August 7, 2026: ""After a long day, sometimes all you need is a little sky therapy 🌅

{BGauss, Bgauss electric, Sunset, Instagram trend}
#riderlife #rideout"".","#riderlife, #rideout",,2026-08-07 13:55:45+00:00,Locations,POST_00135,"bgauss official on August 7, 2026: ""After a long day, sometimes all you need is a little sky therapy BGauss, Bgauss electric, Sunset, Instagram trend #riderlife #rideout"".",#riderlife #rideout
post,https://www.instagram.com/p/Dap7mJ8xtRp/,"7,257 likes, 183 comments - mans.hiiiie on July 11, 2026: ""2nd wali photo kehna chah rha hai 😭😁
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

#instagood #fyp#explorepage #reelitfeelit🧚🏼‍♀️ #trendingreels"".","#instagood, #fyp, #explorepage, #reelitfeelit, #trendingreels",,2026-07-11 14:03:01+00:00,Locations,POST_00136,"mans.hiiiie on July 11, 2026: ""2nd wali photo kehna chah rha hai . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . #instagood #fyp#explorepage #reelitfeelit #trendingreels"".",#instagood #fyp #explorepage #reelitfeelit #trendingreels
post,https://www.instagram.com/p/Db2X4dagr1e/,"161 likes, 13 comments - ankurtewari on August 9, 2026: ""Played ‘Kasam se’ acoustic at SxSw Sydney before it had ever met an audience. It’s first breath, taken far from home. Thank you for the love you’ve given it since. The full album’s just days away now, and soon, Mr. Faarigh won’t be just mine anymore. It’ll be ours. Nervous excited. Excited nervous. Send help (and streams) 🎵🎶"".",,,2026-08-10 06:30:10+00:00,Locations,POST_00137,"ankurtewari on August 9, 2026: ""Played Kasam se acoustic at SxSw Sydney before it had ever met an audience. It s first breath, taken far from home. Thank you for the love you ve given it since. The full album s just days away now, and soon, Mr. Faarigh won t be just mine anymore. It ll be ours. Nervous excited. Excited nervous. Send help (and streams) "".",
post,https://www.instagram.com/p/Dbf2c9CAUPT/,"1,984 likes, 5 comments - thewinnersinstitute on August 1, 2026: ""🏦 IBPS Clerk 2026 (Customer Service Associate - CSA) Notification Out!

IBPS Clerk 2026 की 11,400+ वैकेंसी जारी हो चुकी हैं। अगर आपका सपना Banking Sector में सरकारी नौकरी पाने का है, तो यह वीडियो जरूर देखें।

📌 वीडियो में जानें:
✅ Official Notification
✅ 11,400+ Vacancies
✅ Important Dates
✅ Eligibility & Age Limit

📲 Online Courses & Test Series के लिए Download करें WiNNERS App 
📱 Google Play 📱 App Store 
📞Helpline: 9009335533

#IBPSClerk2026 #IBPSClerk #IBPSNotification #BankingJobs #IBPSCSA #BankExam #WiNNERSInstitute #BankJobs2026 #GovernmentJobs #AdityaPatelSir"".","#IBPSClerk2026, #IBPSClerk, #IBPSNotification, #BankingJobs, #IBPSCSA, #BankExam, #WiNNERSInstitute, #BankJobs2026, #GovernmentJobs, #AdityaPatelSir",,2026-08-01 12:38:10+00:00,Locations,POST_00138,"thewinnersinstitute on August 1, 2026: "" IBPS Clerk 2026 (Customer Service Associate - CSA) Notification Out! IBPS Clerk 2026 11,400 Banking Sector , : Official Notification 11,400 Vacancies Important Dates Eligibility & Age Limit Online Courses & Test Series Download WiNNERS App Google Play App Store Helpline: 9009335533 #IBPSClerk2026 #IBPSClerk #IBPSNotification #BankingJobs #IBPSCSA #BankExam #WiNNERSInstitute #BankJobs2026 #GovernmentJobs #AdityaPatelSir"".",#IBPSClerk2026 #IBPSClerk #IBPSNotification #BankingJobs #IBPSCSA #BankExam #WiNNERSInstitute #BankJobs2026 #GovernmentJobs #AdityaPatelSir
post,https://www.instagram.com/p/Db0eYAFDExP/,"152 likes, 3 comments - bgauss_official on August 9, 2026: ""One scooter. Unlimited aesthetics. ✨
Wherever the journey takes you, the BG C12 Max always looks the part! 🛵🌊🌴

{Electric scooter, Electric Vehicle, Instagram Aesthetics, Ig aesthetic carousel}
#electrictwowheeler #riderlife #rideyourbike"".","#electrictwowheeler, #riderlife, #rideyourbike",,2026-08-09 12:48:18+00:00,Locations,POST_00139,"bgauss official on August 9, 2026: ""One scooter. Unlimited aesthetics. Wherever the journey takes you, the BG C12 Max always looks the part! Electric scooter, Electric Vehicle, Instagram Aesthetics, Ig aesthetic carousel #electrictwowheeler #riderlife #rideyourbike"".",#electrictwowheeler #riderlife #rideyourbike
post,https://www.instagram.com/p/Db3PEAWnEgq/,"254 likes, 1 comments - cricketnextofficial on August 10, 2026: ""Yashasvi Jaiswal पर लगने वाला था 4 मैच का BAN! Rahane ने ऐसे बचाया, 2022 का खुला राज | Sportsnext 

#AjinkyaRahane #YashasviJaiswal #DuleepTrophy #TeamIndia #sportsnext #reels"".","#AjinkyaRahane, #YashasviJaiswal, #DuleepTrophy, #TeamIndia, #sportsnext, #reels",,2026-08-10 14:33:27+00:00,Locations,POST_00140,"cricketnextofficial on August 10, 2026: ""Yashasvi Jaiswal 4 BAN! Rahane , 2022 Sportsnext #AjinkyaRahane #YashasviJaiswal #DuleepTrophy #TeamIndia #sportsnext #reels"".",#AjinkyaRahane #YashasviJaiswal #DuleepTrophy #TeamIndia #sportsnext #reels
post,https://www.instagram.com/p/DbzSWizJykL/,"125K likes, 1,944 comments - salasarofficial on August 8, 2026: ""मेरे जीवन की बाबा इतनी सी हकीकत है 🙏❤️
सांसों से भी ज्यादा मुझे तेरी जरूरत है।
तेरा नाम ही मेरी ताकत है, तेरा आशीर्वाद ही मेरी दौलत है। 🚩
जय श्री सालासर बालाजी महाराज 🙏🚩

#SalasarBalaji #SalasarBalajiMaharaj #SalasarDham #BalajiMaharaj #JaiShreeBalaji HanumanJi"".","#SalasarBalaji, #SalasarBalajiMaharaj, #SalasarDham, #BalajiMaharaj, #JaiShreeBalaji",,2026-08-09 01:45:38+00:00,Shree Salasar Balaji Mandir,POST_00141,"salasarofficial on August 8, 2026: "" , #SalasarBalaji #SalasarBalajiMaharaj #SalasarDham #BalajiMaharaj #JaiShreeBalaji HanumanJi"".",#SalasarBalaji #SalasarBalajiMaharaj #SalasarDham #BalajiMaharaj #JaiShreeBalaji
post,https://www.instagram.com/p/Db3uyXoT-6J/,"101 likes, 10 comments - uttarakhand_lok_mahotsav on August 10, 2026: ""असम सरकार एवं सांस्कृतिक कार्य विभाग का असमिया बिहू डांस ग्रुप उत्तराखंड लोक महोत्सव में भेजने के लिए हृदय से बहुत-बहुत धन्यवाद। 
भारत का सबसे लंबी अवधि तक चलने वाला सांस्कृतिक महोत्सव — उत्तराखंड लोक महोत्सव 2026! 

25 अगस्त 2026 से 14 सितंबर 2026 तक संस्कृति का यह भव्य उत्सव—
“एक भारत, श्रेष्ठ भारत | संस्कृति से संस्कृति का मिलन”।"".",,,2026-08-10 19:12:57+00:00,"Rohini, Delhi",POST_00142,"uttarakhand lok mahotsav on August 10, 2026: "" - 2026! 25 2026 14 2026 , "".",
post,https://www.instagram.com/p/DbxZHYjNgmH/,"305 likes, 2 comments - sanjana220292 on August 8, 2026: ""Rakhi super Hit song.
#reels #trendingreels"".","#reels, #trendingreels",,2026-08-08 08:04:46+00:00,Locations,POST_00143,"sanjana220292 on August 8, 2026: ""Rakhi super Hit song. #reels #trendingreels"".",#reels #trendingreels
post,https://www.instagram.com/p/DbTZA3NCAdn/,"40 likes, 2 comments - jitendra_rewa_music on July 27, 2026",,,2026-07-27 19:17:03+00:00,Locations,POST_00144,"jitendra rewa music on July 27, 2026",
post,https://www.instagram.com/p/Db67FddzJl8/,"5,306 likes, 63 comments - viralbhayani on August 11, 2026: ""Double the charm, double the glamour—#tejasswiprakash and #pamelaserena setting major glam goals! ✨"".","#tejasswiprakash, #pamelaserena",,2026-08-12 01:32:48+00:00,Locations,POST_00145,"viralbhayani on August 11, 2026: ""Double the charm, double the glamour #tejasswiprakash and #pamelaserena setting major glam goals! "".",#tejasswiprakash #pamelaserena
post,https://www.instagram.com/p/Db6VO-QzZF1/,"21K likes, 104 comments - viralbhayani on August 11, 2026: ""Wait for the Dance Moves 🙌 Flawless rhythm, stunning energy, and effortless grace... all in one video! ✨"".",,,2026-08-12 01:34:16+00:00,Locations,POST_00146,"viralbhayani on August 11, 2026: ""Wait for the Dance Moves Flawless rhythm, stunning energy, and effortless grace... all in one video! "".",
post,https://www.instagram.com/p/Db33Aqigze7/,"18 likes, 0 comments - miss_mona_7256 on August 10, 2026: ""#like
and
#follow"".","#like, #follow",,2026-08-10 20:24:10+00:00,Locations,POST_00147,"miss mona 7256 on August 10, 2026: ""#like and #follow"".",#like #follow
post,https://www.instagram.com/p/Da4iQIITFYd/,"4 likes, 0 comments - dancerravindrashakya on July 16, 2026",,,2026-07-17 06:20:10+00:00,Locations,POST_00148,"dancerravindrashakya on July 16, 2026",
post,https://www.instagram.com/p/DbnKiC6iXNw/,"2 likes, 2 comments - sajifunny on August 4, 2026: ""गूगल पे केवाईसी के लिए बोले कहां की जब तक केवाईसी ना होगा तब तक गूगल पे पर पैसा आपका रोक दिया जाएगा इस वीडियो को देखिए  साथ शेयर कीजिएगा"".",,,2026-08-04 08:44:49+00:00,Locations,POST_00149,"sajifunny on August 4, 2026: "" "".",
post,https://www.instagram.com/p/Dbc4oZKCcqg/,"10 likes, 0 comments - rameshwar_das_7028 on July 31, 2026: ""गुरुदेव रामपाल जी भगवान द्वारा लिखित पवित्र पुस्तक गहरी नजर में गीता  से सार हमारी इच्छा मरी या नहीं 
#SantRampalji  #pawandasislive #satlokashramsojat
#SantRampalJiMaharajVideos #SatlokAshramNepal #SpiritualleaderSaintRampaljimaharaj #satlokashramnewschanel #shankasamadhaanwithpawandas
#SatlokAshramDhuriPunjab
#ज्ञानगंगा #goodvibesonly  #SatlokAshram 
#जीनेकीराह #WayOfLiving #delhijantarmantar  #DelhiPolice"".","#SantRampalji, #pawandasislive, #satlokashramsojat, #SantRampalJiMaharajVideos, #SatlokAshramNepal, #SpiritualleaderSaintRampaljimaharaj, #satlokashramnewschanel, #shankasamadhaanwithpawandas, #SatlokAshramDhuriPunjab, #ज, #goodvibesonly, #SatlokAshram, #ज, #WayOfLiving, #delhijantarmantar, #DelhiPolice",,2026-07-31 08:55:59+00:00,Locations,POST_00150,"rameshwar das 7028 on July 31, 2026: "" #SantRampalji #pawandasislive #satlokashramsojat #SantRampalJiMaharajVideos #SatlokAshramNepal #SpiritualleaderSaintRampaljimaharaj #satlokashramnewschanel #shankasamadhaanwithpawandas #SatlokAshramDhuriPunjab # #goodvibesonly #SatlokAshram # #WayOfLiving #delhijantarmantar #DelhiPolice"".",#SantRampalji #pawandasislive #satlokashramsojat #SantRampalJiMaharajVideos #SatlokAshramNepal #SpiritualleaderSaintRampaljimaharaj #satlokashramnewschanel #shankasamadhaanwithpawandas #SatlokAshramDhuriPunjab # #goodvibesonly #SatlokAshram # #WayOfLiving #delhijantarmantar #DelhiPolice
post,https://www.instagram.com/p/DbOAa9CCMz8/,"62 likes, 2 comments - shera_hindustani_3000 on July 25, 2026: ""शेरा यादव उर्फ शेरा हिंदुस्तानी एमपी खजुराहो"".",,,2026-07-25 14:15:33+00:00,Locations,POST_00151,"shera hindustani 3000 on July 25, 2026: "" "".",
post,https://www.instagram.com/p/Dbv078Hs2CX/,"26 likes, 2 comments - __vishal.pandey__01 on August 7, 2026",,,2026-08-08 14:40:03+00:00,Locations,POST_00152,"vishal.pandey 01 on August 7, 2026",
post,https://www.instagram.com/p/Da-Gj-8CpB9/,"4 likes, 0 comments - kautilyacademy_shahdol on July 19, 2026: ""भारिया जनजाति का निवास स्थान"".",,,2026-07-19 10:01:23+00:00,Locations,POST_00153,"kautilyacademy shahdol on July 19, 2026: "" "".",
post,https://www.instagram.com/p/DaqU1wNisWJ/,"2 likes, 1 comments - durgesh_alya on July 11, 2026: ""Barbad cover song and funny experience 🥰 #coversongs #jubinnautiyal #vlog #vlogger"".","#coversongs, #jubinnautiyal, #vlog, #vlogger",,2026-07-11 17:41:20+00:00,Locations,POST_00154,"durgesh alya on July 11, 2026: ""Barbad cover song and funny experience #coversongs #jubinnautiyal #vlog #vlogger"".",#coversongs #jubinnautiyal #vlog #vlogger
post,https://www.instagram.com/p/Db5mwfSygik/,"1,253 likes, 1,370 comments - rithik_codez on August 11, 2026: ""4 lpa m bhi reject, comment kro ""logic"" and done

#iit #placement #reels #software #interviewquestions"".","#iit, #placement, #reels, #software, #interviewquestions",,2026-08-11 12:38:38+00:00,Locations,POST_00155,"rithik codez on August 11, 2026: ""4 lpa m bhi reject, comment kro ""logic"" and done #iit #placement #reels #software #interviewquestions"".",#iit #placement #reels #software #interviewquestions
post,https://www.instagram.com/p/Db2mf0BiLhy/,"123 likes, 2 comments - vijay_vishwakarma_tkg on August 10, 2026",,,2026-08-10 08:38:44+00:00,Locations,POST_00156,"vijay vishwakarma tkg on August 10, 2026",
post,https://www.instagram.com/p/Db3IFxDggnC/,"1,412 likes, 11 comments - swadkediwane on August 10, 2026: ""दुबई की chicken मंदी 700/- रु में 🧐"".",,,2026-08-10 13:32:39+00:00,Locations,POST_00157,"swadkediwane on August 10, 2026: "" chicken 700/- "".",
post,https://www.instagram.com/p/Dbmz-iMDd0P/,"744 likes, 11 comments - gopal_prajapat_05 on August 3, 2026: ""आखिर कब तक दबाया जाएगा
कितने घोटालों को छुपाया जाएगा 
एक दिन तो सबका हिसाब देना होगा 
नीचे ना सही ऊपर क्या झूठ बोल पाओगे,
बताओ क्या कांच में अपना चेहरा देख पाओगे
फर्जीवाड़े से कमाया गया धन ,क्या आपके पसीने की कमाई है
सूंघ कर तो देखो एक बार उसमें से भी बदबू आती होगी"".",,,2026-08-04 05:27:43+00:00,Locations,POST_00158,"gopal prajapat 05 on August 3, 2026: "" , , "".",
post,https://www.instagram.com/p/Dbi_QNTgGqw/,"7 likes, 0 comments - dreamcareersofficial on August 2, 2026: ""All Deemed Medical Colleges in India 2026 with Fees | Deemed University MBBS Cut off 2025 - Top Deemed MBBS Universities Low Cut off 2026
Admission Help : https://forms.gle/aBAgXzr1mt9dXVTB8

All Deemed Medical Colleges India 2026
Deemed Medical Colleges 2026
Top Deemed Medical Colleges India
Best Deemed Medical Colleges
MBBS Fees Deemed Colleges
Deemed University MBBS Fees
NEET 2025 Deemed Cutoff
Expected Deemed Cutoff 2026
Low Cutoff Deemed Medical Colleges
Cheapest Deemed Medical Colleges
Deemed MBBS Colleges List
MCC Deemed Counselling 2026
Deemed MBBS Admission 2026
NEET Counselling 2026
Medical College Fees 2026
Top MBBS Universities India
MBBS Admission Through MCC
Deemed College Rank Wise
Budget MBBS Colleges India
Management Quota MBBS
NRI Quota MBBS
NEET Rank vs Deemed College
MBBS Colleges Under 20 Lakhs
MBBS Colleges Under 15 Lakhs
Medical Colleges with Low Fees
Deemed Medical Colleges • MBBS Fees • NEET Cutoff • MCC Counselling • MBBS Admission 2026 • Medical College List • NEET 2026 • Low Cutoff MBBS • Budget MBBS College • Management Quota • NRI Quota • MBBS Counselling • Medical Admission India
deemed medical colleges 2026,
all deemed medical colleges india,
mbbs fees deemed colleges,
deemed university mbbs,
neet cutoff 2025,
expected cutoff 2026,
mcc counselling,
mbbs admission 2026,
medical colleges india,
low cutoff medical colleges,
deemed colleges list,
neet counselling,
budget mbbs colleges,
management quota mbbs,
top deemed universities"".",,,2026-08-02 17:52:59+00:00,Locations,POST_00159,"dreamcareersofficial on August 2, 2026: ""All Deemed Medical Colleges in India 2026 with Fees Deemed University MBBS Cut off 2025 - Top Deemed MBBS Universities Low Cut off 2026 Admission Help : https://forms.gle/aBAgXzr1mt9dXVTB8 All Deemed Medical Colleges India 2026 Deemed Medical Colleges 2026 Top Deemed Medical Colleges India Best Deemed Medical Colleges MBBS Fees Deemed Colleges Deemed University MBBS Fees NEET 2025 Deemed Cutoff Expected Deemed Cutoff 2026 Low Cutoff Deemed Medical Colleges Cheapest Deemed Medical Colleges Deemed MBBS Colleges List MCC Deemed Counselling 2026 Deemed MBBS Admission 2026 NEET Counselling 2026 Medical College Fees 2026 Top MBBS Universities India MBBS Admission Through MCC Deemed College Rank Wise Budget MBBS Colleges India Management Quota MBBS NRI Quota MBBS NEET Rank vs Deemed College MBBS Colleges Under 20 Lakhs MBBS Colleges Under 15 Lakhs Medical Colleges with Low Fees Deemed Medical Colleges MBBS Fees NEET Cutoff MCC Counselling MBBS Admission 2026 Medical College List NEET 2026 Low Cutoff MBBS Budget MBBS College Management Quota NRI Quota MBBS Counselling Medical Admission India deemed medical colleges 2026, all deemed medical colleges india, mbbs fees deemed colleges, deemed university mbbs, neet cutoff 2025, expected cutoff 2026, mcc counselling, mbbs admission 2026, medical colleges india, low cutoff medical colleges, deemed colleges list, neet counselling, budget mbbs colleges, management quota mbbs, top deemed universities"".",
post,https://www.instagram.com/p/Da7G8vHy4OO/,"18K likes, 469 comments - thrill_with_explore on July 17, 2026: ""Tag That One Friend Who Never Stops Dancing! 💥💃...

#adventure #trending #viralreels #bungy #rishikesh"".","#adventure, #trending, #viralreels, #bungy, #rishikesh",,2026-07-18 06:10:08+00:00,Locations,POST_00160,"thrill with explore on July 17, 2026: ""Tag That One Friend Who Never Stops Dancing! ... #adventure #trending #viralreels #bungy #rishikesh"".",#adventure #trending #viralreels #bungy #rishikesh
post,https://www.instagram.com/p/Dbv4xRniGW_/,"895 likes, 98 comments - theofficialsbi on August 7, 2026: ""In an insightful conversation with @ndtvprofit, SBI Chairman, Shri Challa Sreenivasulu Setty, shares his perspective on the Bank’s robust Q1 FY27 results.

#SBI #TheBankerToEveryIndian #Q1FY27Results #NDTVProfit"".","#SBI, #TheBankerToEveryIndian, #Q1FY27Results, #NDTVProfit",@ndtvprofit,2026-08-07 18:04:28+00:00,Locations,POST_00161,"theofficialsbi on August 7, 2026: ""In an insightful conversation with @ndtvprofit, SBI Chairman, Shri Challa Sreenivasulu Setty, shares his perspective on the Bank s robust Q1 FY27 results. #SBI #TheBankerToEveryIndian #Q1FY27Results #NDTVProfit"".",#SBI #TheBankerToEveryIndian #Q1FY27Results #NDTVProfit
post,https://www.instagram.com/p/DaxErc9T_NL/,"149 likes, 13 comments - prabhat_shukla_1111 on July 14, 2026: """"यह सिर्फ एक मैदान नहीं, बल्कि हमारे बचपन की यादें और गाँव के बच्चों का भविष्य है। जिस मैदान को हमने अपनी मेहनत से क्रिकेट खेलने लायक बनाया था, उसे कुछ लोगों ने खोदकर बर्बाद कर दिया। वहीं सरकार द्वारा स्वीकृत खेल मैदान आज तक विकसित नहीं किया गया। हमारी सिर्फ इतनी मांग है कि गाँव के बच्चों के लिए खेल मैदान को सुरक्षित रखा जाए और सरकारी मैदान का जल्द निर्माण कराया जाए। #SaveOurGround #खेल_का_अधिकार ( dusra  part zaroor dekhe)"".","#SaveOurGround, #ख",,2026-07-14 08:43:23+00:00,Locations,POST_00162,"prabhat shukla 1111 on July 14, 2026: """" , , #SaveOurGround # ( dusra part zaroor dekhe)"".",#SaveOurGround #
post,https://www.instagram.com/p/DbuG0WniJ47/,"15 likes, 3 comments - rajeshkumar101999 on August 6, 2026: ""Tu dharti pe chale jahan bhi rhegi Hind song# Rajesh singer#old new hindi song #super hit song 🎙️🎙️"".","#old, #super",,2026-08-07 01:27:14+00:00,Locations,POST_00163,"rajeshkumar101999 on August 6, 2026: ""Tu dharti pe chale jahan bhi rhegi Hind song# Rajesh singer#old new hindi song #super hit song "".",#old #super
